features,details,expires_at,url,price_number,business_type,latitude,longitude,city,district,category,title,description,area,year,rooms,price,price_per_meter,floor,token
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شوفاژ"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ"", ""نمای ساختمان"": ""ترکیبی"", ""بازسازی‌ شده"": ""هست""}",2026-08-15T09:46:44.338554,https://divar.ir/v/gaXVivcU,12750000128,premium-panel,,,تهران,سلسبیل جنوبی,فروش آپارتمان,65متر دوخوابه 1403 فول امکانات سلسبیل بالای سپه,"65متر دو خواب 
۴طبقه تک واحدی
طبقه اول
امکانات : 
پارکینگ سندی غیر مزاحم ۵۰۰میلیون جداگانه
اسانسور
انباری
بالکن
سالن پرده خور
قابلیت ۱میلیارد رهن
لوکیشن سلسبیل بالای سپه
قیمت با پارکینگ 13250
مشاور خداوردی",۶۵,۱۴۰۳,۲,"‏۱۲,۷۵۰,۰۰۰,۰۰۰ تومان","‏۱۹۶,۱۵۳,۰۰۰ تومان",۱ از ۴,gaXVivcU
"{""آسانسور"": true, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۴"", ""وضعیت سکونت"": ""تخلیه""}",2026-08-01T12:33:52.287121,https://divar.ir/v/gaEd9hdF,5299999744,premium-panel,,,تهران,هلال احمر,فروش آپارتمان,50متر/نقلی,"✅هوالرزاق

✨واحد نقلی منطقه ۱۱ روبروی مترو✨

50متر تک خواب
چهار تا تک واحدی
طبقه دوم

 امکانات :
✔️آسانسور
✔️انباری سندی 
✔️بالکن

✅نور و نقشه بینظیر
✅سال ساخت 92
✅گذر عالی

⭕لوکیشن: هلال احمر / خ خرسند

✔️آماده تخلیه 

‼️قیمت کل : 5300

مشاور کارشناس شما: طهماسبی 



ایمانی/رستگار",۵۰,۱۳۹۲,۱,"‏۵,۳۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۶,۰۰۰,۰۰۰ تومان",۲,gaEd9hdF
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""سند"": ""تک‌برگ""}",2026-08-15T09:44:19.585329,https://divar.ir/v/gaXVSL7S,11550000128,premium-panel,,,تهران,بریانک,فروش آپارتمان,۷۰متر سالن نور گیر/۲خواب فول امکانات بدون مشابه/بر,"اگر به دنبال آپارتمانی خوش‌نقشه، نورگیر و بدون یک سانتیمتر پرتی هستید، این واحد ۷۰ متری دقیقاً همان گزینه‌ای است که انتظارش را دارید.
​ مشخصات کلی واحد:
​متراژ: ۷۰ متر خوش‌نقشه (پلان مهندسی و چیدمان عالی)
​تعداد خواب: ۲ خواب استاندارد (دارای کمد دیواری‌های جادار 
​طبقه: ۳
​سال ساخت: ۱۳۹۵ 
​
​  (فول امکانات)
​پارکینگ سندی و بدون مزاحم جداگانه محاسبه میشود 
​آسانسور استاندارد و فعال
​انباری سندی
​بالکن کاربردی
​ 
​سالن پرده‌خور و رو به آفتاب (غرق در نور طبیعی از صبح تا غروب)
​دسترسی فوق‌العاده راحت به مراکز خرید، ایستگاه‌های حمل‌ونقل عمومی و اتوبان‌های اصلی
​لوکیشن بسیار سرراست و عالی (بر خیابان صفدری)
​مناسب برای خانواده، زوج‌های جوان و یا سرمایه‌گذاران هوشمند
​ وضعیت سند: تک‌برگ و آماده انتقال 
 شرایط بازدید: هماهنگی آسان 
​",۷۰,۱۳۹۵,۲,"‏۱۱,۵۵۰,۰۰۰,۰۰۰ تومان","‏۱۶۵,۰۰۰,۰۰۰ تومان",۳,gaXVSL7S
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}",{},2026-08-15T09:43:48.234228,https://divar.ir/v/gaXViDKv,28500000768,premium-panel,,,تهران,توحید,فروش آپارتمان,۹۵ متر/فول امکانات/ کلید نخورده/آزادی,"بنام ایزد منان.

واحدی غرق نور و خوش نقشه در بهترین لوکیشن آزادی

۹۵ دو خواب بزرگ 
طبقه ی سوم (گل طبقات) 
 
بهترین متریال به کار رفته در این آپارتمان شیک و زیبا

پارکینگ سندی غیر مزاحم 
آسانسور ایتالیایی 
انباری سندی 
بالکن بزرگ و کاربردی 

گذر ۱۲ متری 
بر اصلی خیابان

۱۰ درصد تنفس سند.

توی همین آپارتمان ۶۰ متریش هم موجوده.


مشاور شما: حیدری",۹۵,۱۴۰۵,۲,"‏۲۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۰۰,۰۰۰,۰۰۰ تومان",۳,gaXViDKv
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری ندارد"": false}","{""بازسازی‌ شده"": ""هست""}",2026-08-13T11:24:22.21505,https://divar.ir/v/gaUlplUO,12899999744,premium-panel,,,تهران,جمال‌زاده,فروش آپارتمان,۴۸متر/۱خواب/فول بازسازی /فول امکانات/جمالزاده جنوب,"دپارتمان کوچ کاملترین فایلینگ منطقه
۴۸ متر 
۱ خواب



اگه دنبال یه واحد شیک و بی‌دردسر هستی، این خونه دقیقاً همونه.
اتاق خواب مستر با نور کنترل‌شده، فضای کاملاً آروم و ایجاد کرده؛ مناسب کسایی که خواب راحت و محیط خلوت رو ترجیح می‌دن.

• بازسازی کامل با متریال درجه یک
• پذیرایی مربع 
• اتاق خواب مستر
• آسانسور
• پارکینگ سندی
•پاسیو قابل چیدمان 


یه واحد جمع‌وجور اما فوق‌العاده دلنشین.

مشاور شما سپهر
با تجربه و تعهد تا امضا قرارداد",۴۸,۱۳۸۲,۱,"‏۱۲,۹۰۰,۰۰۰,۰۰۰ تومان","‏۲۶۸,۷۵۰,۰۰۰ تومان",همکف,gaUlplUO
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-15T09:43:38.76058,https://divar.ir/v/gaXVCBEq,7000000000,premium-panel,,,تهران,هلال احمر,فروش آپارتمان,فول امکانات/۵۸متر/ تاپ لوکیشن,"۵۸متر/۱خواب
         سالن مربع بدون پرتی /خواب تخت خور 

انباری/ پارکینگ ۵۰۰جدا بدون مزاحم 

۸۵۰ در رهن تا برج ۸ از قیمت کل کسر می‌گردد 

۶/۶۵۰پرداختی شما

کارشناس تخصصی منطقه علیپور",۵۸,۱۳۹۵,۱,"‏۷,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۰,۶۸۹,۰۰۰ تومان",۱,gaXVCBEq
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-16T06:22:35.906906,https://divar.ir/v/gasgbqfq,27200000000,premium-panel,,,تهران,نصرت,فروش آپارتمان,آپارتمان ۹۷متری,آپارتمان دارای دوخوابه ۵طبقه ۲واحدی طبقه دوم فول امکانات پارکینگ و انباری واسانسور نورگیری عالی دربهترین محدوده باقرخان شرقی ۱۴سال ساخت  تخلیه لطفا املاک تماس نگیرد صالح,۹۷,۱۳۹۰,۲,"‏۲۷,۲۰۰,۰۰۰,۰۰۰ تومان","‏۲۸۰,۴۱۲,۰۰۰ تومان",۲,gasgbqfq
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۳"", ""بازسازی‌ شده"": ""هست""}",2026-07-30T10:55:41.912502,https://divar.ir/v/gaC1h4ht,11299999744,premium-panel,,,تهران,آذربایجان,فروش آپارتمان,110متر /دوخواب استاندارد /طبقه اول /بازسازی نورگیر,"هلدینگ بزرگ سام

♦️ *با ۲ شعبه و حدود ۳۰۰ مشاور پیگیر خرید شما عزیزان هستیم*♦️

⏏️کد 1000

✅  ۱۱۰متر
✅ ۲ خواب بزرگ و استاندارد 
✅۳طبقه ۲واحدی
✅ طبقه اول 

امکانات
✅ انباری 
✅ فول بازسازی شده


       
         


✔️سال ساخت: ۱۳۷۵



آدرس :  پاستور/ ۱۲فروردین


قیمت :  11,300


کارشناس فروش : سپنتا",۱۱۰,۱۳۷۵,۲,"‏۱۱,۳۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۲,۷۲۷,۰۰۰ تومان",۱ از ۳,gaC1h4ht
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شوفاژ"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ"", ""نمای ساختمان"": ""ترکیبی"", ""وضعیت سکونت"": ""مستاجر سکونت دارد"", ""بازسازی‌ شده"": ""هست""}",2026-08-15T09:41:55.593099,https://divar.ir/v/gaXRSn05,8899999744,premium-panel,,,تهران,بریانک,فروش آپارتمان,60متر فول امکانات ۹ ساله بلوار بریانک,"۶۰متر تک خواب
۵طبقه ۲ واحدی
طبقه ۲
امکانات :
پارکینگ سندی غیر مزاحم۵۰۰میلیون جداگانه
اسانسور
انباری
بالکن
۶۰۰ در رهن تا مهرماه
دسترسی به مترو و فروشگاه
قیمت کل با پارکینگ 9400
مشاور خداوردی",۶۰,۱۳۹۶,۱,"‏۸,۹۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۸,۳۳۳,۰۰۰ تومان",۲ از ۵,gaXRSn05
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴"", ""بازسازی‌ شده"": ""هست""}",2026-08-15T09:36:04.05409,https://divar.ir/v/gaXJCaCA,22000001024,premium-panel,,,تهران,فاطمی,فروش آپارتمان,۸۵ متر/۲ خواب/خوش نقشه/اوکازیون/فاطمی,"⚜ گروه بزرگ کوچ با قوی ترین فایلینگ در منطقه ⚜

  ⚜یک واحد فول بازسازی ،  کم واحد در فاطمی⚜

✅ ۸۵ متر، ۲ خواب استاندارد
✅ فول بازسازی بدون هیچ هزینه ای
✅ پارکینگ و انباری سندی
✅ هال پرده خور و قابل چیدمان
✅ نور گیر عالی از سالن و اتاق ها
✅ فروشنده صد در صد
 
    جهت بازدید و مشاوره رایگان تماس بگیرید.
      کارشناس تخصصی منطقه ۶ خانم یعقوبی",۸۵,۱۳۸۶,۲,"‏۲۲,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۵۸,۸۲۳,۰۰۰ تومان",۳ از ۴,gaXJCaCA
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true}",{},2026-08-15T09:33:06.87113,https://divar.ir/v/gaXBi10e,7000000000,personal,,,تهران,اسکندری,فروش آپارتمان,فروش,"تصاویر مربوط به همین منزل می‌باشد. 
چهار طبقه دو واحده 
۵۰ متر بالای بیست سال 
اسکندری جنوبی ، کوچه نجفی
آشپرخانه اوپن 
کابیت ام دی اف ، کف سنگ ، کولر آبی ، بخاری ، بالکن کوچک،  شیرآلات نو ، نقاشی شده و انباری 
بازدید با هماهنگی و از طریق چت در همین اپلیکیشن.  

پاسخ به تماس های تلفنی از ساعت ۸ الی ۱۳",۵۰,۱۳۸۰,۱,"‏۷,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۰,۰۰۰,۰۰۰ تومان",۲,gaXBi10e
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""سرمایش داکت اسپلیت"": true, ""گرمایش داکت اسپلیت"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۳"", ""تعداد کل طبقات ساختمان"": ""۵"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن"", ""وضعیت سکونت"": ""تخلیه"", ""تعداد سرویس بهداشتی"": ""۲"", ""تعداد پارکینگ"": ""۱""}",2026-07-28T12:31:02.935845,https://divar.ir/v/ga_EZKk7,20600000512,premium-panel,,,تهران,یوسف‌آباد,فروش آپارتمان,فروش ۶۰ متری فول‌امکانات,"۶۰ متر فول‌امکانات در قلب یوسف‌آباد | تک‌خواب | پارکینگ، آسانسور، انباری و بالکن

اگر به دنبال یک واحد جمع‌وجور، خوش‌نقشه و آماده سکونت در یکی از بهترین محله‌های تهران هستید، این گزینه را از دست ندهید.

 مشخصات ملک:
 ✔️ ۶۰ متر
 ✔️ ۱ خواب
 ✔️ ۱۲ سال ساخت
 ✔️ طبقه چهارم
 ✔️ ساختمان ۵ طبقه، ۳ واحدی

✨ امکانات: 
 ✅ پارکینگ اختصاصی
 ✅ آسانسور 
 ✅ انباری
 ✅ بالکن
 ✅ نقشه کاربردی و نورگیری مناسب
 ✅ مناسب برای سکونت یا سرمایه‌گذاری

 موقعیت عالی در یوسف‌آباد با دسترسی سریع به بزرگراه‌ها، مراکز خرید، مراکز درمانی و حمل‌ونقل عمومی.

 قیمت: ۲۰ میلیارد و ۶۰۰ میلیون تومان

 جهت دریافت اطلاعات بیشتر و هماهنگی بازدید با ما تماس بگیرید.

کارشناس فروش: امید شمشکی",۶۰,۱۳۹۰,۱,"‏۲۰,۶۰۰,۰۰۰,۰۰۰ تومان","‏۳۴۳,۳۳۳,۰۰۰ تومان",۴ از ۵,ga_EZKk7
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴""}",2026-08-13T12:06:38.200306,https://divar.ir/v/gaUN6g4w,20000000000,premium-panel,,,تهران,فلسطین (میدان انقلاب),فروش آپارتمان,۱۰۳ متری/۲خواب/فول امکانات/وصال شیرازی,"با گروه بزرگ کوچ
ازمحدودیت فرصت بساز
 ۱۰۳ متر
۲ خواب
طبقه اول
۴طبقه
 ۲واحدی
فول امکانات
۲تا بالکن بزرگ
نورعالی
خوش نقشه

من از ابتدای خریدتان تا سند و گرفتن کلید در کنارشما هستم تا بهترین انتخاب و خرید را داشته باشید.
مشاور شما:فخاری",۱۰۳,۱۳۷۴,۲,"‏۲۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۹۴,۱۷۴,۰۰۰ تومان",۱ از ۴,gaUN6g4w
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true, ""گرمایش بخاری"": true, ""تأمین‌کننده آب گرم آبگرم‌کن"": true}","{""تعداد واحد در طبقه"": ""۱"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن"", ""نمای ساختمان"": ""سنگ"", ""وضعیت سکونت"": ""مستاجر سکونت دارد"", ""تعداد سرویس بهداشتی"": ""۱"", ""تعداد پارکینگ"": ""۱"", ""تعداد حمام"": ""۱""}",2026-08-15T09:23:57.256328,https://divar.ir/v/gaX5BRu0,8400000000,personal,,,تهران,امیریه,فروش آپارتمان,فروش آپار تمان در منیریه تهران,53 مترتک واحدی پار کینگ انباری بالکن دسترسی سریع به مترو منیریه وبی آر تی ومراکز خرید زیر قیمت منطقه,۵۳,۱۳۸۱,۱,"‏۸,۴۰۰,۰۰۰,۰۰۰ تومان","‏۱۵۸,۴۹۰,۰۰۰ تومان",۱,gaX5BRu0
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سنگ"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش داکت اسپلیت"": true, ""گرمایش داکت اسپلیت"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن"", ""نمای ساختمان"": ""سنگ"", ""وضعیت سکونت"": ""تخلیه"", ""تعداد سرویس بهداشتی"": ""۳"", ""تعداد پارکینگ"": ""۱"", ""تعداد حمام"": ""۲""}",2026-08-16T10:08:24.32702,https://divar.ir/v/gaJIGRAv,55500001280,premium-panel,,,تهران,امیرآباد,فروش آپارتمان,کردستان ۱۴۰ متر نوساز ((آماده فروش)),"کردستان. آزادگان
۱۴۰ متر سه خواب
طبقه دوم و چهارم
نور و نقشه عالی
پذیرایی پرده خور
خوابهای استاندارد و مستردار
کمدهای جادار
کابینت به دلخواه مشتری
امکانات کامل بالکن
تحویل ۳ ماهه
شرایط پرداخت عالی
فروشنده واقعی
آقایی: املاک ۲۷ کردستان",۱۴۰,۱۴۰۵,۳,"‏۵۵,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۹۶,۴۲۸,۰۰۰ تومان",۲ از ۵,gaJIGRAv
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-07-23T10:05:28.379226,https://divar.ir/v/ga4cNpC4,40499998720,premium-panel,,,تهران,امیرآباد,فروش آپارتمان,۱۱۰ متر آپارتمان کردستان آزادگان,"با امکانات کامل
خوش نقشه
دسترسی عالی
قیمت عالی
لطفا جهت کسب اطلاعات بیشتر تماس بگیرید
مشاور سروش",۱۱۰,۱۴۰۴,۲,"‏۴۰,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۶۸,۱۸۱,۰۰۰ تومان",۱,ga4cNpC4
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true, ""گرمایش بخاری"": true, ""تأمین‌کننده آب گرم آبگرم‌کن"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ""}",2026-08-15T08:41:53.307741,https://divar.ir/v/gaWBzCOy,7600000000,premium-panel,,,تهران,سلسبیل جنوبی,فروش آپارتمان,آپارتمان ۷۰متر دو خواب مترو رودکی,"به نام خدا

درود برشما

واحد ۷۰متر دوخواب 
تک واحدی 
طبقه سوم سندی (چهارم)

نماسنگ 
بالکن 
انباری

گذر خوب و پهن 
نزدیک مترو 

رهن تا ۷۰۰م
وام تا۱۵۰۰
آماده تخلیه

مشاور شما وحید 
گروه مشاورین املاک  محمدی",۷۰,۱۳۸۳,۲,"‏۷,۶۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۸,۵۷۱,۰۰۰ تومان",۳ از ۴,gaWBzCOy
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}",{},2026-08-14T14:30:43.208645,https://divar.ir/v/gaVlu-aR,11000000512,premium-panel,,,تهران,بریانک,فروش آپارتمان,۶۸ متر /دو خواب /فول امکانات/ بر صفدری,"«دپارتمان سام     شعبه رودکی»

اپارتمان ۶۸ متری   دو خواب

امکانات
پارکینگ غیر مزاحم
اسانسور
۱۲ متر انباری
بالکن

خوش نقشه بدون پرتی
نورگیر عالی

گذر پهن بر اصلی صفدری
دسترسی عالی به مترو

قابلیت دریافت ۱۲۸۰ وام
قابلیت ۱۱۰۰ تومن رهن کامل

هزینه پارکینگ جداگانه محاسبه میشود

محمدپور",۶۸,۱۳۹۳,۲,"‏۱۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۶۱,۷۶۴,۰۰۰ تومان",۳,gaVlu-aR
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۳"", ""تعداد کل طبقات ساختمان"": ""۱۱"", ""سند"": ""تک‌برگ"", ""بازسازی‌ شده"": ""هست""}",2026-08-14T14:25:50.560473,https://divar.ir/v/gaWVhlBZ,44000002048,personal,,,تهران,نظامی گنجوی (توانیر),فروش آپارتمان,آپارتمان ۱۸۰ متر توانیر ولیعصر,"آپارتمان مسکونی دو کله

بر ولیعصر و توانیر

۱۸۰ متر - ۳ خواب

طبقه ۳

۱۱ طبقه - ۳ واحدی

سال ساخت حدودا ۴۰ ساله

پارکینگ سندی - ۲ لاین آسانسور- ۱۳ متر اتاق یا انباری مجزا - بالکن ۷ متری قابل چیدمان بزرگ

واحد ۰ تا ۱۰۰ بازسازی شده هست

از ۲ جهت نور و ویو مناسب

لابی - لابی من ۲۴ ساعته - و نیروی خدماتی

دسترسی مناسب به مراکز خرید و شاه راهها

سند تک برگ بدون ریشه

قیمت : متری ۲۴۵ میلیون
________________
علیزاده",۱۸۰,قبل از ۱۳۷۰,۳,"‏۴۴,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۴۴,۴۴۴,۰۰۰ تومان",۳ از ۱۱,gaWVhlBZ
"{""آسانسور"": true, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۸"", ""سند"": ""تک‌برگ"", ""وضعیت سکونت"": ""تخلیه""}",2026-08-14T14:25:07.284884,https://divar.ir/v/gaWVBN41,10300000256,premium-panel,,,تهران,اسکندری,فروش آپارتمان,92 متری ،  فول امکانات  ، طبقه  چهارم  ، منطقه 11,"یک دستگاه آپارتمان 92 متری 
خوش نقشه و خوش چیدمان 
2 خواب بزرگ قابلیت  تخت خور 2 نفره 

ساختمان  دو واحدی  طبقه چهارم 
دارای  آسانسور  ، انباری  ، بالکن  و 
نگهبان 24 ساعته 

سند تک برگ آماده محضر 
مالک فروشنده واقعی  

وضعیت  سکونت  : مالک آماده تخلیه 

قابلیت دریافت وام مسکن  توسط کارگزار املاک طی  10 روز کاری 

جهت کسب اطلاعات بیشتر و بازدید همین حالا با بنده تماس بگیرید",۹۲,۱۳۸۲,۲,"‏۱۰,۳۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۱,۹۵۶,۰۰۰ تومان",۴ از ۸,gaWVBN41
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شوفاژ"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن"", ""نمای ساختمان"": ""سنگ"", ""وضعیت سکونت"": ""مستاجر سکونت دارد"", ""تعداد سرویس بهداشتی"": ""۲"", ""تعداد پارکینگ"": ""۱"", ""تعداد حمام"": ""۱"", ""بازسازی‌ شده"": ""هست""}",2026-08-14T14:23:41.321373,https://divar.ir/v/gaWVBJMe,13500000256,premium-panel,,,تهران,نصرت,فروش آپارتمان,۷۰متر/فول/سالن پرده خور/فروشنده قطعی,"✅ متراژ: ۷۰ متر خوش‌نقشه با قابلیت هر نوع چیدمان
✅ طبقه چهارم از ساختمان پنج طبقه
✅  خواب بزرگ و تخت‌خور با طراحی اصولی
✅ نورگیر عالی و استثنایی
✅ پنجره‌های دوجهتی PVC جهت عایق صوتی و حرارتی
​امکانات سندی و رفاهی:
✅ انباری سندی
✅ آسانسور ایتالیایی
✅پارکینگ سندی غیر مزاحم
❌ملک فوق العاده خوشگل و خوش انرژی
زنگ بزنید اطلاعات کامل بهتون بدم
​شرایط پرداخت و خرید:
✅ قابلیت دریافت وام زوجین تا ۱.۵ میلیارد تومان
❌خودمون تا ۲ میلیارد رهنش میدیم اگر پول کم داشتین❌
❌پرداختی بهتر اولویت داره
​برای هماهنگی بازدید تماس بگیرید.
مشاور شما:مهدی یوسفی",۷۰,۱۳۸۳,۱,"‏۱۳,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۹۲,۸۵۷,۰۰۰ تومان",۴ از ۵,gaWVBJMe
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴""}",2026-08-14T14:21:13.338891,https://divar.ir/v/gaVR-ceK,10899999744,premium-panel,,,تهران,بریانک,فروش آپارتمان,۶۲ متر دو خواب فول امکانات « تک واحدی »,"﷽


گاهی ارزش یک خانه را متریال آن مشخص می‌کند...   

— طراحی کاربردی         — نورگیری مطلوب                        — سالن دلباز                             — آشپزخانه مدرن                                    — متریال باکیفیت                                             — تراس 

۴طبقه                تک واحدی ✅
تمامی طبقات موجود می‌باشد ✅
         تصاویر واقعی می‌باشد ✅
               دارای انباری سندی✅

پارکینگ غیر مزاحم سندی « طبق عرف » 
 
لوکیشن متعلق به واحد می‌باشد 

مشاور امور ملکی و سرمایه گذاری مطمین :⚜️قربانــی

                    املاک بزرگ فرتاک",۶۲,۱۴۰۵,۲,"‏۱۰,۹۰۰,۰۰۰,۰۰۰ تومان","‏۱۷۵,۸۰۶,۰۰۰ تومان",۲ از ۴,gaVR-ceK
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴""}",2026-08-14T14:20:41.534001,https://divar.ir/v/gaVJ0IJ8,4800000000,premium-panel,,,تهران,هلال احمر,فروش آپارتمان,۶۰ متر *دوخواب *تکواحدی * میدان نه دی*نواب,"⚜️قابل توجه خریداران و سرمایه گذاران محترم... 

❌️❌️ این واحد ۷۰۰ تا ۸۰۰ ملیون رهن میره ❌️❌️

قیمت کل این واحد ۵۵۰۰ 
اگر 
۷۰۰ رهن بره فقط با ۴۸۰۰  میتونید این ملک رو بخرید ‼️
زیر قیمت ترین فایل برای سرمایه گذار ‼️


::::توصیحات ملک. ::::

۶۰ متر آپارتمان دوخوابه ... 

دوخواب بزرگ تخت خور با کمد دیواری عمیق .... 

۴طبقه تکواحدی ...

 طبقه دوم ... 

دارای انباری بالکن ... 

۱۰ سال ساخت ... 

گذر پهن‌ ۸ متری ‌... 

اطلاعات تکمیلی در تماس 
مشاور شما 
امامی",۶۰,۱۳۹۳,۲,"‏۴,۸۰۰,۰۰۰,۰۰۰ تومان","‏۸۰,۰۰۰,۰۰۰ تومان",۲ از ۴,gaVJ0IJ8
